id,city,region,country,country_code,air_quality,water_pollution
1,New York City,New York,United States of America,840,46.81603774,49.5049505
2,"Washington, D.C.",District of Columbia,United States of America,840,66.12903226,49.10714286
3,San Francisco,California,United States of America,840,60.51401869,43
4,Berlin,,Germany,276,62.36413043,28.61271676
5,Los Angeles,California,United States of America,840,36.62162162,61.29943503
6,Bern,Canton of Bern,Switzerland,756,94.31818182,12.5
7,Geneva,Canton of Geneva,Switzerland,756,71.53846154,17.37288136
8,Zurich,Canton of Zurich,Switzerland,756,83.80952381,10.71428571
9,Basel,,Switzerland,756,81.66666667,26.92307692
10,London,England,United Kingdom,826,37.04225352,40.71637427
11,Cairo,Cairo Governorate,Egypt,818,15.830721,74.35064935
12,Alexandria,Alexandria Governorate,Egypt,818,41.03773585,71.2962963
13,Alexandria,Virginia,United States of America,840,89.0625,46.15384615
14,Paris,Ile-de-France,France,250,34.02439024,43.12169312
15,Boston,Massachusetts,United States of America,840,78.23529412,32.91139241
16,Toronto,Ontario,Canada,124,65.53468208,37.7994012
17,Sao Paulo,Sao Paulo,Brazil,76,24.05660377,73.71794872
18,Vilnius,,Lithuania,440,77.24719101,20.58823529
19,Monaco,,Monaco,492,28.78787879,61.36363636
20,Brussels,,Belgium,56,35.81081081,44.76190476
21,Poznan,Greater Poland Voivodeship,Poland,616,33.07692308,50.42372881
22,Tashkent,,Uzbekistan,860,56.4516129,49.16666667
23,Warsaw,Masovian Voivodeship,Poland,616,27.27272727,36.01485149
24,Modena,Emilia-Romagna,Italy,380,39.0625,50
25,Tours,,France,250,84.375,6.25
26,Singapore,,Singapore,702,65.87837838,24.204947
27,Montreal,Quebec,Canada,124,70.76023392,36.96319018
28,Cambridge,England,United Kingdom,826,69.82758621,30.55555556
29,Cologne,North Rhine-Westphalia,Germany,276,60.71428571,27.77777778
30,Skopje,Greater Skopje,North Macedonia,807,10.19417476,45.26315789
31,Gdynia,Pomeranian Voivodeship,Poland,616,49.41860465,48.61111111
32,Szczecin,West Pomeranian Voivodeship,Poland,616,41.37931034,53.75
33,Ljubljana,Ljubljana City Municipality,Slovenia,705,72.16494845,17.58241758
34,Plovdiv,Plovdiv region,Bulgaria,100,31.41025641,36.29032258
35,Sofia,Sofia City Province,Bulgaria,100,23.62132353,40.94339623
36,Milan,Lombardy,Italy,380,24.39759036,39.49044586
37,Trieste,Friuli-Venezia Giulia,Italy,380,58.87096774,29
38,Lodz,Lodz Voivodeship,Poland,616,28.84615385,40.44117647
39,Villeurbanne,,France,250,75,50
40,Oslo,,Norway,578,74.75728155,14.17525773
41,Bonn,North Rhine-Westphalia,Germany,276,82.8125,22.5
42,Katowice,Silesian Voivodeship,Poland,616,27.77777778,48.33333333
43,Lisbon,Lisbon,Portugal,620,64.60674157,24.85632184
44,Rzeszow,Podkarpackie Voivodeship,Poland,616,37.5,47.05882353
45,Dubai,Emirate of Dubai,United Arab Emirates,784,48.87387387,39.84615385
46,Padua,Veneto,Italy,380,29.16666667,50
47,Bergamo,Lombardy,Italy,380,46.66666667,35
48,Venice,Veneto,Italy,380,36.25,67.85714286
49,Rennes,,France,250,62.5,35
50,Lille,,France,250,48.91304348,35.52631579
51,Moscow,,Russia,643,41.47526502,49.72527473
52,Saint Petersburg,,Russia,643,43.10344828,54.8816568
53,Heilbronn,Baden-Wurttemberg,Germany,276,80,0
54,Saginaw,Michigan,United States of America,840,85,70
55,Bialystok,Podlaskie Voivodeship,Poland,616,34.52380952,52.94117647
56,Nowy Sacz,Lesser Poland Voivodeship,Poland,616,30,100
57,Lausanne,Canton of Vaud,Switzerland,756,78.26086957,17.5
58,Abakan,Republic of Khakassia,Russia,643,0,75
59,Novosibirsk,Novosibirsk Oblast,Russia,643,36.48648649,54.05405405
60,Yekaterinburg,Sverdlovsk Oblast,Russia,643,27.90697674,58.33333333
61,Samara,Samara Oblast,Russia,643,48.4375,51.5625
62,Omsk,Omsk Oblast,Russia,643,16.17647059,48.52941176
63,Kazan,Republic of Tatarstan,Russia,643,41.25,58.33333333
64,Chelyabinsk,Chelyabinsk Oblast,Russia,643,16.66666667,70.3125
65,Ufa,Bashkortostan,Russia,643,20.83333333,68.18181818
66,Volgograd,Volgograd Oblast,Russia,643,21.66666667,59.375
67,Perm,Perm Krai,Russia,643,44.44444444,50
68,Krasnoyarsk,Krasnoyarsk Krai,Russia,643,6.617647059,49.21875
69,Beijing,,China,156,21.36627907,70.78313253
70,Vladivostok,Primorsky Krai,Russia,643,35,67.5
71,San Antonio,Texas,United States of America,840,63.41463415,50.67567568
72,Tomsk,Tomsk Oblast,Russia,643,46.42857143,51.78571429
73,Tbilisi,,Georgia,268,22.98387097,49.34782609
74,Maribor,Maribor City Municipality,Slovenia,705,76.25,18.75
75,Celje,City Municipality of Celje,Slovenia,705,50,8.333333333
76,Koper,City Municipality of Koper,Slovenia,705,87.5,0
77,Aachen,North Rhine-Westphalia,Germany,276,70.45454545,17.85714286
78,Nova Gorica,City Municipality of Nova Gorica,Slovenia,705,75,12.5
79,Kranj,City Municipality of Kranj,Slovenia,705,80.55555556,12.5
80,Stuttgart,Baden-Wurttemberg,Germany,276,43.125,24.28571429
81,Biel/Bienne,Canton of Bern,Switzerland,756,37.5,31.25
82,Karlsruhe,Baden-Wurttemberg,Germany,276,87.5,5.555555556
83,Hamburg,,Germany,276,70.76271186,24.50980392
84,Ahmedabad,Gujarat,India,356,32.96296296,66.9921875
85,Salerno,Campania,Italy,380,60,58.33333333
86,Prague,,Czech Republic,203,63.21243523,25.70621469
87,Jamnagar,Gujarat,India,356,34.48275862,58.33333333
88,Busto Arsizio,Lombardy,Italy,380,0,75
89,Mumbai,Maharashtra,India,356,25.16025641,75.32537961
90,Jerusalem,Jerusalem District,Israel,376,37.09677419,42.39130435
91,Grenoble,,France,250,34.09090909,26.47058824
92,Dortmund,North Rhine-Westphalia,Germany,276,75,15.625
93,Ghent,Flemish Region,Belgium,56,55.46875,27.67857143
94,Chicago,Illinois,United States of America,840,57.43243243,53.62068966
95,Como,Lombardy,Italy,380,58.33333333,40
96,Montevideo,Montevideo Department,Uruguay,858,65.78947368,46.75324675
97,Tolyatti,Samara Oblast,Russia,643,36.11111111,43.75
98,Pittsburgh,Pennsylvania,United States of America,840,58.92857143,59.61538462
99,Philadelphia,Pennsylvania,United States of America,840,54.28571429,55.64516129
100,Kolkata,West Bengal,India,356,25.93457944,68.26923077
101,Chennai,Tamil Nadu,India,356,35.88435374,73.07017544
102,Delhi,,India,356,11.8441358,77.41679873
103,Dhaka,Dhaka Division,Bangladesh,50,14.96815287,78.25342466
104,Hyderabad,Telangana,India,356,31.49253731,70.10703364
105,Islamabad,Islamabad Capital Territory,Pakistan,586,67.41803279,51.32743363
106,Zagreb,,Croatia,191,69.7740113,26.59883721
107,Genoa,Liguria,Italy,380,51.72413793,30
108,Manila,Metro Manila,Philippines,608,17.01570681,83.7431694
109,Quezon City,Metro Manila,Philippines,608,23.80952381,80.12820513
110,Le Mans,,France,250,95,50
111,Caloocan,Metro Manila,Philippines,608,25,83.33333333
112,Bordeaux,,France,250,68.47826087,42.64705882
113,Buenos Aires,,Argentina,32,54.26470588,54.84375
114,Mexico City,,Mexico,484,18.07909605,69.59064327
115,Tokyo,,Japan,392,61.87150838,37.94117647
116,La Paz,La Paz Department,Bolivia,68,27.94117647,79.54545455
117,Barcelona,Catalonia,Spain,724,35.49723757,51.31578947
118,Makati,Metro Manila,Philippines,608,34.21052632,70.94594595
119,Nagpur,Maharashtra,India,356,46.61016949,69.44444444
120,Abidjan,,Cote d'Ivoire,384,6.944444444,79.41176471
121,Abu Dhabi,Emirate of Abu Dhabi,United Arab Emirates,784,55.98290598,37.99019608
122,Athens,Attica Region,Greece,300,44.17412141,30.31561462
123,Caracas,Capital District,Venezuela,862,43.359375,69.06779661
124,Pune,Maharashtra,India,356,39.10788382,71.86147186
125,Guatemala City,Guatemala Department,Guatemala,320,39.28571429,69.53125
126,Havana,Havana Province,Cuba,192,46.66666667,50
127,Valenzuela,Metro Manila,Philippines,608,48.68421053,88.15789474
128,Pasig,Metro Manila,Philippines,608,27.94117647,82.69230769
129,Antipolo,,Philippines,608,60.29411765,75
130,Osijek,Osijek-Baranja County,Croatia,191,83.75,13.33333333
131,Cagayan de Oro,,Philippines,608,62.5,100
132,Rijeka,Primorje-Gorski Kotar County,Croatia,191,75,17.85714286
133,Split,Split-Dalmatia County,Croatia,191,71.71052632,30
134,Butuan,,Philippines,608,37.5,66.66666667
135,Kiel,Schleswig-Holstein,Germany,276,93.75,25
136,Schwerin,Mecklenburg-Western Pomerania,Germany,276,87.5,50
137,Potsdam,Brandenburg,Germany,276,88.63636364,10.71428571
138,Hanover,Lower Saxony,Germany,276,75,22.91666667
139,Düsseldorf,North Rhine-Westphalia,Germany,276,64.81481481,23.91304348
140,Mainz,Rhineland-Palatinate,Germany,276,86.11111111,35
141,Wiesbaden,Hesse,Germany,276,73.21428571,42.5
142,Dubrovnik,Dubrovnik-Neretva County,Croatia,191,87.5,40
143,Saarbrücken,Saarland,Germany,276,87.5,12.5
144,Lipa,,Philippines,608,87.5,25
145,Munich,Bavaria,Germany,276,74.41860465,15.46610169
146,Dresden,Saxony,Germany,276,75,7.894736842
147,Magdeburg,Saxony-Anhalt,Germany,276,93.75,6.25
148,Innsbruck,Tyrol,Austria,40,75,7.8125
149,Bregenz,Vorarlberg,Austria,40,95,50
150,Vienna,,Austria,40,82.70547945,10.14492754
151,Stockholm,Stockholm County,Sweden,752,83.20610687,15.0390625
152,Helsinki,Uusimaa,Finland,246,89.88095238,15.49586777
153,Dublin,,Ireland,372,67.02380952,39.70588235
154,Murmansk,Murmansk Oblast,Russia,643,57.14285714,14.28571429
155,Reykjavik,,Iceland,352,86.68478261,5.113636364
156,Tallinn,Harju County,Estonia,233,81.8877551,18.61702128
157,Riga,,Latvia,428,62.5,31.95652174
158,Bratislava,Bratislava Region,Slovakia,703,62.32394366,32.46268657
159,Budapest,,Hungary,348,40.61032864,32.375
160,Gdansk,Pomeranian Voivodeship,Poland,616,45.55555556,45
161,Frankfurt,Hesse,Germany,276,63.39285714,25.98039216
162,Wroclaw,Lower Silesian Voivodeship,Poland,616,25.68807339,35.4368932
163,Kochi,Kerala,India,356,36.5625,68.40277778
164,Baguio,Cordillera Administrative Region,Philippines,608,26.88679245,66.4893617
165,Kaliningrad,Kaliningrad Oblast,Russia,643,55,55
166,Luxembourg,,Luxembourg,442,83.10810811,20.45454545
167,Vaduz,,Liechtenstein,438,100,0
168,San Marino,,San Marino,674,87.5,50
169,Phnom Penh,,Cambodia,116,26.06382979,70.83333333
170,Arkhangelsk,Arkhangelsk Oblast,Russia,643,43.75,50
171,Ho Chi Minh City,,Vietnam,704,12.21910112,77.76162791
172,Hanoi,,Vietnam,704,15.70247934,77.35042735
173,Bangkok,,Thailand,764,26.85185185,70.83333333
174,Andorra la Vella,Andorra la Vella,Andorra,20,37.5,25
175,Kuala Lumpur,,Malaysia,458,39.43452381,65.68322981
176,Taipei,,Taiwan,158,52.47933884,44.87179487
177,Odessa,Odessa Oblast,Ukraine,804,50.5,58.85416667
178,Concepcion,Biobio Region,Chile,152,55.76923077,33.33333333
179,Bologna,Emilia-Romagna,Italy,380,38.15789474,28.03030303
180,Petrozavodsk,Karelia,Russia,643,58.33333333,25
181,Cagliari,Sardinia,Italy,380,71.05263158,20
182,Catania,Sicily,Italy,380,46.42857143,55.55555556
183,Caserta,Campania,Italy,380,34.375,56.25
184,Ottawa,Ontario,Canada,124,84.56375839,27.99295775
185,Juba,,South Sudan,728,62.5,75
186,Yerevan,,Armenia,51,41.81034483,35
187,Vologda,Vologda Oblast,Russia,643,62.5,25
188,Dar es Salaam,Dar es Salaam Region,Tanzania,834,46.875,76
189,Khartoum,Khartoum,Sudan,729,42.85714286,78.125
190,Verona,Veneto,Italy,380,36.11111111,42.85714286
191,Iqaluit,Nunavut,Canada,124,50,50
192,Florence,Tuscany,Italy,380,52.67857143,36
193,Whitehorse,Yukon,Canada,124,92.5,12.5
194,Yellowknife,Northwest Territories,Canada,124,87.5,43.75
195,Essen,North Rhine-Westphalia,Germany,276,80,4.166666667
196,Leipzig,Saxony,Germany,276,84.21052632,20
197,St. John's,Newfoundland and Labrador,Canada,124,90.625,35.41666667
198,Nuremberg,Bavaria,Germany,276,75,12.5
199,Edmonton,,Canada,124,72.03703704,27.46212121
200,Duisburg,North Rhine-Westphalia,Germany,276,53.57142857,31.25
201,Bochum,North Rhine-Westphalia,Germany,276,68.18181818,25
202,Wuppertal,North Rhine-Westphalia,Germany,276,90,0
203,Bielefeld,North Rhine-Westphalia,Germany,276,67.85714286,50
204,Mannheim,Baden-Wurttemberg,Germany,276,51.08695652,30.55555556
205,Regina,Saskatchewan,Canada,124,68.57142857,42.74193548
206,Charlottetown,Prince Edward Island,Canada,124,97.5,20
207,Victoria,British Columbia,Canada,124,92.72151899,27.7027027
208,Winnipeg,Manitoba,Canada,124,71.31147541,42.64705882
209,Fredericton,New Brunswick,Canada,124,90,31.25
210,Halifax,Nova Scotia,Canada,124,84.57446809,36.25
211,Cherepovets,Vologda Oblast,Russia,643,0,100
212,Quebec City,Quebec,Canada,124,82.5,43.75
213,Arica,Arica y Parinacota Region,Chile,152,75,50
214,Pskov,Pskov Oblast,Russia,643,100,50
215,Veliky Novgorod,Novgorod Oblast,Russia,643,100,50
216,Birmingham,England,United Kingdom,826,52.97619048,25.64102564
217,Minsk,,Belarus,112,60.9223301,41.40625
218,Tver,Tver Oblast,Russia,643,62.5,37.5
219,Smolensk,Smolensk Oblast,Russia,643,50,54.16666667
220,Yaroslavl,Yaroslavl Oblast,Russia,643,16.66666667,58.33333333
221,Mogadishu,Banaadir,Somalia,706,60,57.5
222,Nassau,,Bahamas,44,50,59.25925926
223,Sanaa,,Yemen,887,41.66666667,91.66666667
224,Ivanovo,Ivanovo Oblast,Russia,643,33.33333333,87.5
225,Naples,Campania,Italy,380,28.84615385,55.31914894
226,Palermo,Sicily,Italy,380,45.45454545,51.31578947
227,Gomel,Gomel Region,Belarus,112,44.73684211,53.57142857
228,Parma,Emilia-Romagna,Italy,380,34.375,56.81818182
229,Vladimir,Vladimir Oblast,Russia,643,37.5,50
230,Pescara,Abruzzo,Italy,380,61.11111111,79.16666667
231,Bremerhaven,,Germany,276,75,50
232,Münster,North Rhine-Westphalia,Germany,276,71.875,25
233,Ryazan,Ryazan Oblast,Russia,643,0,91.66666667
234,Augsburg,Bavaria,Germany,276,73.52941176,26.92307692
235,Siena,Tuscany,Italy,380,81.25,21.42857143
236,Gelsenkirchen,North Rhine-Westphalia,Germany,276,62.5,50
237,Tula,Tula Oblast,Russia,643,33.33333333,75
238,Udine,Friuli-Venezia Giulia,Italy,380,72.5,33.33333333
239,Chemnitz,Saxony,Germany,276,87.5,50
240,Krefeld,North Rhine-Westphalia,Germany,276,87.5,50
241,Madrid,Community of Madrid,Spain,724,36.23417722,18.95424837
242,Halle (Saale),Saxony-Anhalt,Germany,276,75,0
243,Freiburg im Breisgau,Baden-Wurttemberg,Germany,276,88.33333333,5
244,Oberhausen,North Rhine-Westphalia,Germany,276,62.5,50
245,Bogota,,Colombia,170,23.35025381,48.15789474
246,Lübeck,Schleswig-Holstein,Germany,276,100,25
247,Brasilia,Federal District,Brazil,76,76.53061224,38.04347826
248,Rostock,Mecklenburg-Western Pomerania,Germany,276,90.625,37.5
249,Kassel,Hesse,Germany,276,75,50
250,Lima,Lima region,Peru,604,19.75,76.04166667
251,Hagen,North Rhine-Westphalia,Germany,276,100,50
252,Hamm,North Rhine-Westphalia,Germany,276,87.5,50
253,Santiago,Santiago Metropolitan Region,Chile,152,17.71523179,40.23972603
254,Quito,Pichincha Province,Ecuador,218,35.86956522,53.07692308
255,Ludwigshafen,Rhineland-Palatinate,Germany,276,75,0
256,Osnabrück,Lower Saxony,Germany,276,82.14285714,0
257,Asuncion,Capital District,Paraguay,600,39.65517241,67
258,Oldenburg,Lower Saxony,Germany,276,75,18.75
259,Leverkusen,North Rhine-Westphalia,Germany,276,83.33333333,50
260,Solingen,North Rhine-Westphalia,Germany,276,87.5,50
261,Neuss,North Rhine-Westphalia,Germany,276,50,75
262,Heidelberg,Baden-Wurttemberg,Germany,276,89.28571429,25
263,Paderborn,North Rhine-Westphalia,Germany,276,75,25
264,Darmstadt,Hesse,Germany,276,71.875,27.5
265,Regensburg,Bavaria,Germany,276,87.5,7.142857143
266,Paramaribo,Paramaribo District,Suriname,740,61.36363636,54.54545455
267,Ingolstadt,Bavaria,Germany,276,100,0
268,Ulm,Baden-Wurttemberg,Germany,276,88.88888889,10
269,Wolfsburg,Lower Saxony,Germany,276,96.875,0
270,Kathmandu,Bagmati,Nepal,524,11.46341463,80.45685279
271,Offenbach am Main,Hesse,Germany,276,75,50
272,Belmopan,Cayo District,Belize,84,62.5,54.16666667
273,Pforzheim,Baden-Wurttemberg,Germany,276,85,25
274,Recklinghausen,North Rhine-Westphalia,Germany,276,100,50
275,Bottrop,North Rhine-Westphalia,Germany,276,80,0
276,San Jose,San Jose Province,Costa Rica,188,57.43243243,46.09375
277,Reutlingen,Baden-Wurttemberg,Germany,276,85,25
278,Koblenz,Rhineland-Palatinate,Germany,276,67.85714286,41.66666667
279,San Salvador,San Salvador Department,El Salvador,222,18.42105263,76.5625
280,Canberra,Australian Capital Territory,Australia,36,90.74675325,17.80821918
281,Erlangen,Bavaria,Germany,276,81.25,29.16666667
282,Sydney,,Australia,36,75.88996764,28.54785479
283,Moers,North Rhine-Westphalia,Germany,276,62.5,50
284,Trier,Rhineland-Palatinate,Germany,276,85.71428571,25
285,Melbourne,Victoria,Australia,36,79.07303371,28.2234957
286,Jena,Thuringia,Germany,276,95,75
287,Kursk,Kursk Oblast,Russia,643,100,50
288,Siegen,North Rhine-Westphalia,Germany,276,91.66666667,12.5
289,Perth,Western Australia,Australia,36,82.98755187,28.0720339
290,Hildesheim,Lower Saxony,Germany,276,62.5,50
291,Salzgitter,Lower Saxony,Germany,276,95,0
292,Cottbus,Brandenburg,Germany,276,100,50
293,Tegucigalpa,Francisco Morazan Department,Honduras,340,22.61904762,88.46153846
294,Managua,Managua Department,Nicaragua,558,58.33333333,76.66666667
295,Panama City,Panama Province,Panama,591,49.23076923,67.06349206
296,Belgorod,Belgorod Oblast,Russia,643,75,70.83333333
297,Zadar,Zadar County,Croatia,191,100,8.333333333
298,Trento,Trentino-South Tyrol,Italy,380,86.76470588,0
299,Ancona,Marche,Italy,380,63.88888889,30
300,Voronezh,Voronezh Oblast,Russia,643,36.84210526,67.10526316
301,Perugia,Umbria,Italy,380,70,50
302,L'Aquila,Abruzzo,Italy,380,87.5,50
303,Lipetsk,Lipetsk Oblast,Russia,643,37.5,37.5
304,Bari,Apulia,Italy,380,63.33333333,22.22222222
305,Tambov,Tambov Oblast,Russia,643,62.5,45
306,Sibenik,Sibenik-Knin County,Croatia,191,100,0
307,Rabat,Rabat-Sale-Kenitra,Morocco,504,68.33333333,31.73076923
308,Algiers,Algiers Province,Algeria,12,39.74358974,60.29411765
309,Tunis,Tunis Governorate,Tunisia,788,36.25,61.11111111
310,Tripoli,,Libya,434,54.62962963,68.51851852
311,Novy Jicin,,Czech Republic,203,62.5,50
312,Djibouti,Djibouti Region,Djibouti,262,54.16666667,54.16666667
313,Antofagasta,Antofagasta Region,Chile,152,31.25,81.25
314,Tehran,Tehran Province,Iran,364,10.70075758,48.12992126
315,Karlovac,,Croatia,191,75,25
316,Addis Ababa,,Ethiopia,231,32.27272727,69.54545455
317,Jakarta,,Indonesia,360,22.265625,77.1
318,Ankara,Ankara Province,Turkey,792,38.9084507,57.95454545
319,Krasnodar,Krasnodar Krai,Russia,643,44.44444444,44.44444444
320,N'Djamena,,Chad,148,41.66666667,41.66666667
321,Niamey,,Niger,562,25,100
322,Calama,Antofagasta Region,Chile,152,20,75
323,Nouakchott,,Mauritania,478,43.75,37.5
324,Riyadh,Riyadh Province,Saudi Arabia,682,33.69565217,44.57364341
325,Bamako,,Mali,466,15,62.5
326,Belgrade,Belgrade District,Serbia,688,34.82532751,50.90497738
327,Dakar,Dakar,Senegal,686,10.34482759,82
328,Banjul,,Gambia,270,75,62.5
329,Conakry,,Guinea,324,5,93.75
330,Monrovia,Montserrado County,Liberia,430,16.66666667,87.5
331,Gera,Thuringia,Germany,276,100,50
332,Kaiserslautern,Rhineland-Palatinate,Germany,276,87.5,5
333,Accra,Greater Accra Region,Ghana,288,20.55555556,90.78947368
334,Chiguayante,Biobio Region,Chile,152,50,50
335,Chillan,Nuble Region,Chile,152,37.5,50
336,Zwickau,Saxony,Germany,276,75,50
337,Freetown,Western Area,Sierra Leone,694,25,100
338,Abuja,Federal Capital Territory,Nigeria,566,56.25,71.42857143
339,Lome,Maritime,Togo,768,37.5,75
340,Flensburg,Schleswig-Holstein,Germany,276,87.5,50
341,Amman,Amman Governorate,Jordan,400,34.03846154,63.10483871
342,Tübingen,Baden-Wurttemberg,Germany,276,89.28571429,8.333333333
343,Yaounde,Centre,Cameroon,120,14.0625,88.63636364
344,Coyhaique,Aysen Region,Chile,152,0,25
345,Malabo,,Equatorial Guinea,226,70,35
346,Beirut,Beirut Governorate,Lebanon,422,16.96428571,81.80379747
347,Libreville,Estuaire Province,Gabon,266,37.5,87.5
348,Muscat,Muscat Governorate,Oman,512,65.57377049,31.73076923
349,Bangui,,Central African Republic,140,0,100
350,Konstanz,Baden-Wurttemberg,Germany,276,79.16666667,25
351,Brazzaville,,Congo,180,37.5,62.5
352,Minden,North Rhine-Westphalia,Germany,276,100,50
353,Worms,Rhineland-Palatinate,Germany,276,60,100
354,Bujumbura,Bujumbura Mairie Province,Burundi,108,50,75
355,Wilhelmshaven,Lower Saxony,Germany,276,100,50
356,Kigali,Kigali province,Rwanda,646,56.25,50
357,Concon,Valparaiso Region,Chile,152,37.5,50
358,Doha,Ad Dawhah,Qatar,634,37.87313433,46.16935484
359,Dodoma,Dodoma Region,Tanzania,834,50,50
360,Copiapo,Atacama Region,Chile,152,12.5,50
361,Marburg,Hesse,Germany,276,85,0
362,Nairobi,,Kenya,404,31.25,84.02777778
363,Atletico Morelia,Coquimbo Region,Chile,152,50,50
364,Coronel,Biobio Region,Chile,152,50,50
365,Lilongwe,Central Region,Malawi,454,45,95
366,Lusaka,Lusaka Province,Zambia,894,33.33333333,98.07692308
367,Manama,Capital Governorate,Bahrain,48,40.27777778,46.77419355
368,Catanzaro,Calabria,Italy,380,87.5,50
369,Maputo,,Mozambique,508,57.69230769,68.75
370,Kampala,,Uganda,800,19,84.09090909
371,Luanda,Luanda Province,Angola,24,15,81.25
372,Mbabane,Hhohho District,Eswatini,748,93.75,31.25
373,Maseru,Maseru District,Lesotho,426,45.83333333,80
374,Antananarivo,,Madagascar,450,15.90909091,82.35294118
375,Gaborone,South-East District,Botswana,72,67.10526316,37.5
376,Harare,,Zimbabwe,716,38.46153846,87.5
377,Bayreuth,Bavaria,Germany,276,75,0
378,Pretoria,Gauteng,South Africa,710,50.32894737,57.74647887
379,Astrakhan,Astrakhan Oblast,Russia,643,50,56.25
380,Port Louis,Port Louis District,Mauritius,480,50,55.95238095
381,Windhoek,Khomas Region,Namibia,516,72.82608696,54.34782609
382,Bamberg,Bavaria,Germany,276,95.83333333,12.5
383,Victoria,,Seychelles,690,62.5,25
384,Aschaffenburg,Bavaria,Germany,276,77.77777778,40
385,Aalen,Baden-Wurttemberg,Germany,276,87.5,50
386,Fulda,Hesse,Germany,276,87.5,50
387,Bergheim,North Rhine-Westphalia,Germany,276,75,50
388,Liege,Wallonia,Belgium,56,54.54545455,28.57142857
389,Wesel,North Rhine-Westphalia,Germany,276,100,50
390,Frankfurt (Oder),Brandenburg,Germany,276,70,100
391,Osasco,Sao Paulo,Brazil,76,35,66.66666667
392,Fujairah,Emirate of Fujairah,United Arab Emirates,784,25,62.5
393,Friedrichshafen,Baden-Wurttemberg,Germany,276,90,0
394,Glasgow,Scotland,United Kingdom,826,64.90384615,19.44444444
395,Neu-Ulm,Bavaria,Germany,276,100,50
396,Schweinfurt,Bavaria,Germany,276,87.5,62.5
397,Passau,Bavaria,Germany,276,90,0
398,Lucerne,Canton of Lucerne,Switzerland,756,71.66666667,21.875
399,Arusha,Arusha Region,Tanzania,834,91.66666667,50
400,Curitiba,Parana,Brazil,76,73.10126582,48.91304348
401,Khabarovsk,Khabarovsk Krai,Russia,643,61.11111111,57.5
402,Talca,Maule Region,Chile,152,40,0
403,Rancagua,O'Higgins Region,Chile,152,0,100
404,Surat,Gujarat,India,356,46.3592233,61.96808511
405,Pula,Istria County,Croatia,191,88.63636364,27.27272727
406,Slavonski Brod,Brod-Posavina County,Croatia,191,27.27272727,17.85714286
407,Barquisimeto,Lara,Venezuela,862,25,100
408,Surakarta,Central Java,Indonesia,360,55,55
409,Hangzhou,Zhejiang,China,156,25.69444444,62.93103448
410,Seattle,Washington,United States of America,840,79.37062937,36.94852941
411,Siliguri,West Bengal,India,356,40,67
412,Durgapur,West Bengal,India,356,12.5,50
413,Baltimore,Maryland,United States of America,840,62.5,64.13043478
414,Adelaide,South Australia,Australia,36,88.84803922,24.60526316
415,Makhachkala,Republic of Dagestan,Russia,643,62.5,43.75
416,Stavropol,Stavropol Krai,Russia,643,85.71428571,28.57142857
417,Bacolod,Western Visayas,Philippines,608,39.28571429,75
418,Vladikavkaz,Republic of North Ossetia-Alania,Russia,643,50,25
419,Riehen,,Switzerland,756,100,50
420,Tarlac City,,Philippines,608,56.25,75
421,Rovinj,Istria County,Croatia,191,100,25
422,Porec,Istria County,Croatia,191,83.33333333,8.333333333
423,Saratov,Saratov Oblast,Russia,643,25,60
424,Orenburg,Orenburg Oblast,Russia,643,30,60
425,Saransk,Republic of Mordovia,Russia,643,0,100
426,Kirov,Kirov Oblast,Russia,643,66.66666667,66.66666667
427,Varazdin,Varazdin County,Croatia,191,91.66666667,33.33333333
428,Izhevsk,Udmurt Republic,Russia,643,33.33333333,70.83333333
429,Yoshkar-Ola,Mari El Republic,Russia,643,100,50
430,Stellenbosch,Western Cape,South Africa,710,75,58.33333333
431,Cape Town,Western Cape,South Africa,710,68.61111111,50.42613636
432,Durban,KwaZulu-Natal,South Africa,710,57.72058824,60.22727273
433,Cheboksary,Chuvash Republic,Russia,643,50,35
434,Treviso,Veneto,Italy,380,50,27.77777778
435,Penza,Penza Oblast,Russia,643,37.5,62.5
436,Ulyanovsk,Ulyanovsk Oblast,Russia,643,58.33333333,37.5
437,Koprivnica,Koprivnica-Krizevci County,Croatia,191,100,0
438,Bjelovar,Bjelovar-Bilogora County,Croatia,191,100,0
439,Mary,Mary Region,Turkmenistan,795,100,0
440,Banda Aceh,Aceh,Indonesia,360,71.42857143,12.5
441,Mecca,Mecca Province,Saudi Arabia,682,28.57142857,40.625
442,Tyumen,Tyumen Oblast,Russia,643,66.66666667,55
443,Xi'an,Shaanxi,China,156,5.952380952,72.05882353
444,Toledo,Castile-La Mancha,Spain,724,75,50
445,Kabul,Kabul,Afghanistan,4,18.42105263,81.06060606
446,Vukovar,Vukovar-Syrmia County,Croatia,191,25,75
447,Lhasa,Tibet,China,156,12.5,50
448,Huntington Beach,California,United States of America,840,85.71428571,65.625
449,Binjai,North Sumatra,Indonesia,360,75,0
450,Cuneo,Piedmont,Italy,380,82.5,0
451,Medan,North Sumatra,Indonesia,360,20.83333333,43.33333333
452,Pematangsiantar,North Sumatra,Indonesia,360,100,0
453,Hvar,Split-Dalmatia County,Croatia,191,75,25
454,Novara,Piedmont,Italy,380,65,0
455,Kemerovo,Kemerovo Oblast,Russia,643,40,60
456,Alessandria,Piedmont,Italy,380,35.71428571,56.25
457,Portland,Oregon,United States of America,840,74.12280702,36.34259259
458,Asti,Piedmont,Italy,380,62.5,50
